ipg	ipg_accession	ipg_name	protein
82384927	WP_046896091.1	serine hydrolase	WP_046896091.1
589922801	NA	NA	HCR1237773.1
345551471	WP_181261243.1	PDC family class C beta-lactamase	HCF4095566.1
345551471	WP_181261243.1	PDC family class C beta-lactamase	WP_181261243.1
345551471	WP_181261243.1	PDC family class C beta-lactamase	HCF4094716.1
606636863	NA	NA	HDB0267507.1
646306042	NA	NA	HDQ7078625.1
646306042	NA	NA	HDQ7349879.1
518527221	HBN9878005.1	PDC family class C beta-lactamase	HBN9878005.1
518527221	HBN9878005.1	PDC family class C beta-lactamase	HBN9880016.1
646306042	NA	NA	HDQ7422764.1
646306042	NA	NA	HDQ7683698.1
646306042	NA	NA	HDQ7604199.1
518527221	HBN9880016.1	PDC family class C beta-lactamase	HBN9880016.1
518527221	HBN9880016.1	PDC family class C beta-lactamase	HBN9878005.1
519633797	HBO8787627.1	beta-lactamase	HBO8787627.1
577455576	HCL3618812.1	PDC family class C beta-lactamase	HCL3618812.1
576664982	EJQ7928134.1	PDC family class C beta-lactamase	EJQ7928134.1
646306042	NA	NA	HDQ8607312.1
646306042	NA	NA	HDQ7622633.1
133766750	WP_074228827.1	PDC family class C beta-lactamase	WP_074228827.1
519602873	HBO7298762.1	PDC family class C beta-lactamase	HBO7298762.1
518956694	EIU3721123.1	PDC family class C beta-lactamase	EKJ8127855.1
518956694	EIU3721123.1	PDC family class C beta-lactamase	EIU3721123.1
622631687	NA	NA	EKL8456238.1
589934057	NA	NA	HCR1783394.1
589935020	NA	NA	HCR1833692.1
640335682	NA	NA	EKQ7208322.1
646306042	NA	NA	HDQ8248886.1
560507820	HCF5254215.1	PDC family class C beta-lactamase	HCF5254215.1
576554662	HCK5042810.1	PDC family class C beta-lactamase	HCK5042810.1
589929148	NA	NA	HCR1539744.1
543238713	HCA7790806.1	PDC family class C beta-lactamase	HCA7790806.1
519768075	HBP4229178.1	PDC family class C beta-lactamase	HBP4229178.1
646306042	NA	NA	HDQ8303880.1
646306042	NA	NA	HDQ7670491.1
646306042	NA	NA	HDQ7761688.1
646306042	NA	NA	HDQ7320066.1
222254293	WP_125884708.1	PDC family class C beta-lactamase	WP_125884708.1
559868170	MCO3995948.1	PDC family class C beta-lactamase	HCW0497459.1
519732954	EIU6921413.1	PDC family class C beta-lactamase	EIU6921413.1
560796589	WP_253310525.1	PDC family class C beta-lactamase	WP_253310525.1
518892357	EIU2572038.1	PDC family class C beta-lactamase	EKG7554536.1
518892357	EIU2572038.1	PDC family class C beta-lactamase	EIU2572038.1
646306042	NA	NA	HDQ7695589.1
646306042	NA	NA	HDQ8370862.1
646306042	NA	NA	HDQ7458255.1
646306042	NA	NA	HDQ7847201.1
560050219	HCE6882198.1	PDC family class C beta-lactamase	HCE6882198.1
621416116	WP_272016517.1	PDC family class C beta-lactamase	WP_272016517.1
597694646	NA	NA	HCU2034372.1
309286854	WP_166802046.1	serine hydrolase	WP_166802046.1
325036519	WP_171411373.1	PDC family class C beta-lactamase	WP_171411373.1
642987569	NA	NA	HDQ4572876.1
646306042	NA	NA	HDQ8050441.1
646306042	NA	NA	HDQ8286354.1
646306042	NA	NA	HDQ8371364.1
559135232	EJI9506464.1	PDC family class C beta-lactamase	EJI9506464.1
558729929	HCE0305875.1	PDC family class C beta-lactamase	HCE0305875.1
646306042	NA	NA	HDQ7465181.1
646306042	NA	NA	HDQ7278434.1
646306042	NA	NA	HDQ8206707.1
646306042	NA	NA	HDQ7750267.1
519617372	HBO7627300.1	PDC family class C beta-lactamase	HBO7627300.1
559121074	HCE3793602.1	beta-lactamase	HCE3793602.1
646306042	NA	NA	HDQ7646922.1
646306042	NA	NA	HDQ8674891.1
646306042	NA	NA	HDQ8134758.1
589927109	NA	NA	HCR1708705.1
585513147	WP_262418026.1	beta-lactamase	WP_262418026.1
580414435	EJU9309406.1	PDC family class C beta-lactamase	EJU9309406.1
577511009	HCL4369518.1	PDC family class C beta-lactamase	HCL4369518.1
580414439	EJU9309407.1	PDC family class C beta-lactamase	EJU9309407.1
608920499	NA	NA	EKH9728955.1
559121261	HCE3811874.1	PDC family class C beta-lactamase	HCE3811874.1
646306042	NA	NA	HDQ7320708.1
98883019	WP_058197258.1	PDC family class C beta-lactamase	WP_058197258.1
589930870	NA	NA	HCR1589984.1
589928138	NA	NA	HCR1558752.1
589928725	NA	NA	HCR1527655.1
640311198	NA	NA	HDP3953721.1
646306042	NA	NA	HDQ7925375.1
560820706	HCG0345207.1	PDC family class C beta-lactamase	HCG0345207.1
589928973	NA	NA	HCR1527658.1
519538678	HBO3686162.1	PDC family class C beta-lactamase	HBO3686162.1
519538678	HBO3686162.1	PDC family class C beta-lactamase	HBO3680194.1
519580744	HBO5705004.1	PDC family class C beta-lactamase	HBO5705004.1
519580744	HBO5705004.1	PDC family class C beta-lactamase	HBO5705792.1
589931106	NA	NA	HCR1449410.1
589925922	NA	NA	HCR1358810.1
560146733	HCE9743592.1	PDC family class C beta-lactamase	HCE9743592.1
646306042	NA	NA	HDQ7121507.1
646306042	NA	NA	HDQ7991621.1
589925638	NA	NA	HCR1358825.1
570874196	WP_257321212.1	PDC family class C beta-lactamase	WP_257321212.1
221019137	WP_125061991.1	PDC family class C beta-lactamase	HCR1721076.1
221019137	WP_125061991.1	PDC family class C beta-lactamase	WP_125061991.1
560817409	HCG0203587.1	PDC family class C beta-lactamase	HCG0203587.1
646306042	NA	NA	HDQ7247696.1
646306042	NA	NA	HDQ7488532.1
646306042	NA	NA	HDQ8481180.1
98883019	WP_058197258.1	PDC family class C beta-lactamase	HCR1382598.1
98883019	WP_058197258.1	PDC family class C beta-lactamase	WP_058197258.1
646306042	NA	NA	HDQ7574302.1
646306042	NA	NA	HDQ8572167.1
646306042	NA	NA	HDQ7971911.1
589958336	NA	NA	EKB1629630.1
615148445	NA	NA	EKJ8793231.1
425429613	WP_209038818.1	PDC family class C beta-lactamase	WP_209038818.1
646306042	NA	NA	HDQ7355530.1
646306042	NA	NA	HDQ7586153.1
330572221	WP_174707135.1	PDC family class C beta-lactamase	WP_174707135.1
551723844	HCC4328463.1	PDC family class C beta-lactamase	HCC4328463.1
646306042	NA	NA	HDQ8504561.1
67609767	WP_034086226.1	serine hydrolase	WP_034086226.1
593557623	NA	NA	EKB9363404.1
646306042	NA	NA	HDQ8685102.1
646306042	NA	NA	HDQ7598276.1
519622458	HBO8059804.1	PDC family class C beta-lactamase	HBO8059804.1
519617150	HBO7229752.1	PDC family class C beta-lactamase	HBO7229752.1
214500311	WP_121431155.1	PDC family class C beta-lactamase	WP_121431155.1
541037711	WP_243739496.1	PDC family class C beta-lactamase	WP_243739496.1
646306042	NA	NA	HDQ8353178.1
646306042	NA	NA	HDQ7102392.1
600870123	NA	NA	HCW0153409.1
601050383	NA	NA	HCW0875602.1
576538985	HCK4419059.1	PDC family class C beta-lactamase	HCK4419059.1
631026333	NA	NA	HDL6368299.1
646306042	NA	NA	HDQ7979752.1
646306042	NA	NA	HDQ7990776.1
646306042	NA	NA	HDQ7381039.1
646306042	NA	NA	HDQ7188132.1
98914755	WP_058134661.1	PDC family class C beta-lactamase	WP_058134661.1
560842863	HCG1447116.1	serine hydrolase	HCG1447116.1
646306042	NA	NA	HDQ7615289.1
646306042	NA	NA	HDQ7942249.1
646306042	NA	NA	HDQ8038430.1
597699187	NA	NA	HCU2020026.1
519529776	HBO9700081.1	beta-lactamase	HBO9700081.1
519529776	HBO9700081.1	beta-lactamase	EIU5375812.1
646306042	NA	NA	HDQ8226335.1
646306042	NA	NA	HDQ8256494.1
601051670	NA	NA	HCW1021259.1
518571800	HBO2567529.1	PDC family class C beta-lactamase	HBO2567529.1
240844382	WP_134249679.1	PDC family class C beta-lactamase	WP_134249679.1
646306042	NA	NA	HDQ7228508.1
646306042	NA	NA	HDQ7464386.1
646306042	NA	NA	HDQ7230196.1
600946861	NA	NA	HCW0731608.1
560044522	HCE7069220.1	PDC family class C beta-lactamase	HCE7069220.1
646306042	NA	NA	HDQ7693741.1
646306042	NA	NA	HDQ7162765.1
519607018	HBO7473113.1	beta-lactamase	HBO7473113.1
638973132	NA	NA	EKQ1147757.1
560146460	HCE9701414.1	PDC family class C beta-lactamase	HCE9701414.1
560146460	HCE9701414.1	PDC family class C beta-lactamase	HCE9705311.1
646306042	NA	NA	HDQ7469894.1
646306042	NA	NA	HDQ8056594.1
646306042	NA	NA	HDQ7367133.1
589930886	NA	NA	HCR1588068.1
519678057	HBP1985711.1	beta-lactamase	HBP1985711.1
646306042	NA	NA	HDQ7676846.1
596587855	NA	NA	HCT4716727.1
301222079	WP_162947974.1	serine hydrolase	WP_162947974.1
519732954	EIU6921413.1	PDC family class C beta-lactamase	HCR1449412.1
519732954	EIU6921413.1	PDC family class C beta-lactamase	EIU6921413.1
596607015	NA	NA	HCT5513940.1
589925982	NA	NA	HCR1358797.1
646306042	NA	NA	HDQ7254434.1
646306042	NA	NA	HDQ7537080.1
646306042	NA	NA	HDQ7223172.1
646306042	NA	NA	HDQ8662869.1
646306042	NA	NA	HDQ7877273.1
309283240	WP_166798315.1	serine hydrolase	WP_166798315.1
518503636	HBN8397986.1	PDC family class C beta-lactamase	HBN8397986.1
518503636	HBN8397986.1	PDC family class C beta-lactamase	HBN8397223.1
646306042	NA	NA	HDQ7265817.1
646306042	NA	NA	HDQ7580250.1
646306042	NA	NA	HDQ8733941.1
220235779	WP_124170945.1	PDC family class C beta-lactamase	WP_124170945.1
226369462	WP_128711866.1	PDC family class C beta-lactamase	WP_128711866.1
309279898	WP_166794751.1	serine hydrolase	WP_166794751.1
600872931	NA	NA	HCW0220938.1
589922632	NA	NA	HCR1214365.1
241877244	WP_134542134.1	class C beta-lactamase	WP_134542134.1
646306042	NA	NA	HDQ8735255.1
646306042	NA	NA	HDQ7186420.1
646306042	NA	NA	HDQ8268429.1
646306042	NA	NA	HDQ8395928.1
589933900	NA	NA	HCR1765201.1
560050231	HCE6882204.1	PDC family class C beta-lactamase	HCE6882204.1
646306042	NA	NA	HDQ7959880.1
646306042	NA	NA	HDQ7811113.1
646306042	NA	NA	HDQ7555887.1
120243200	WP_070337347.1	PDC family class C beta-lactamase	WP_070337347.1
239004972	WP_132650441.1	PDC family class C beta-lactamase	WP_132650441.1
558791442	HCE0687775.1	PDC family class C beta-lactamase	HCE0687775.1
570872925	WP_257320093.1	PDC family class C beta-lactamase	WP_257320093.1
226368961	WP_128697809.1	PDC family class C beta-lactamase	WP_128697809.1
646306042	NA	NA	HDQ7471508.1
646306042	NA	NA	HDQ8341122.1
646306042	NA	NA	HDQ7084758.1
646306042	NA	NA	HDQ8566015.1
214534450	WP_121497996.1	PDC family class C beta-lactamase	WP_121497996.1
646306042	NA	NA	HDQ7127356.1
646306042	NA	NA	HDQ7973515.1
646306042	NA	NA	HDQ8419877.1
647158958	NA	NA	EKT7547315.1
646306042	NA	NA	HDQ7610358.1
646306042	NA	NA	HDQ7290295.1
646306042	NA	NA	HDQ7392097.1
646306042	NA	NA	HDQ7633039.1
519602832	HBO7298771.1	PDC family class C beta-lactamase	HBO7298771.1
560150086	HCF0008199.1	PDC family class C beta-lactamase	HCF0008199.1
560150086	HCF0008199.1	PDC family class C beta-lactamase	HCF0009253.1
646306042	NA	NA	HDQ8260861.1
646306042	NA	NA	HDQ8528329.1
646306042	NA	NA	HDQ8709790.1
646306042	NA	NA	HDQ8020447.1
589924014	NA	NA	HCR1191079.1
646306042	NA	NA	HDQ8021813.1
646306042	NA	NA	HDQ7308787.1
214389099	WP_121190091.1	PDC family class C beta-lactamase	WP_121190091.1
597694646	NA	NA	HCU2033418.1
83854299	WP_047949457.1	serine hydrolase	WP_047949457.1
646306042	NA	NA	HDQ8178285.1
646306042	NA	NA	HDQ8449747.1
646306042	NA	NA	HDQ7344813.1
646306042	NA	NA	HDQ8250258.1
580414371	EJU9309423.1	beta-lactamase	EJU9309423.1
282757364	WP_155690696.1	PDC family class C beta-lactamase	HDQ4479330.1
282757364	WP_155690696.1	PDC family class C beta-lactamase	WP_155690696.1
103642616	WP_061360966.1	PDC family class C beta-lactamase	WP_061360966.1
646306042	NA	NA	HDQ7501417.1
646306042	NA	NA	HDQ7912216.1
221015488	WP_125027224.1	PDC family class C beta-lactamase	WP_125027224.1
325033917	WP_171408486.1	PDC family class C beta-lactamase	WP_171408486.1
646306042	NA	NA	HDQ7744162.1
646306042	NA	NA	HDQ8051697.1
646306042	NA	NA	HDQ7416747.1
35020130	WP_015502343.1	PDC family class C beta-lactamase	WP_015502343.1
566305326	HCH7100734.1	PDC family class C beta-lactamase	HCH7100734.1
646306042	NA	NA	HDQ7445620.1
646306042	NA	NA	HDQ8347215.1
646306042	NA	NA	HDQ7786956.1
646306042	NA	NA	HDQ8559091.1
560821496	HCG0383580.1	PDC family class C beta-lactamase	HCG0383580.1
103639516	WP_061193978.1	PDC family class C beta-lactamase	WP_061193978.1
646306042	NA	NA	HDQ7658428.1
646306042	NA	NA	HDQ7923990.1
601050383	NA	NA	HCW0845473.1
646306042	NA	NA	HDQ7513664.1
587650395	NA	NA	EJY9353741.1
558725312	HCD9839430.1	PDC family class C beta-lactamase	HCD9839430.1
240825374	WP_134307413.1	PDC family class C beta-lactamase	WP_134307413.1
646306042	NA	NA	HDQ7224271.1
600899584	NA	NA	HCW0454696.1
577505866	HCL4160060.1	PDC family class C beta-lactamase	HCL4160060.1
589924671	NA	NA	HCR1243713.1
646306042	NA	NA	HDQ7212245.1
646306042	NA	NA	HDQ7835401.1
316375600	WP_168710811.1	serine hydrolase	WP_168710811.1
646306042	NA	NA	HDQ7356851.1
646306042	NA	NA	HDQ8003333.1
519633276	HBO8509974.1	beta-lactamase	HBO8509974.1
387170989	MBI7438826.1	PDC family class C beta-lactamase	HCP6269672.1
646306042	NA	NA	HDQ7895281.1
646306042	NA	NA	HDQ7431464.1
646306042	NA	NA	HDQ8244276.1
646306042	NA	NA	HDQ8292436.1
646306042	NA	NA	HDQ7210981.1
646306042	NA	NA	HDQ8117438.1
560820793	HCG0377351.1	PDC family class C beta-lactamase	HCG0377351.1
589930401	NA	NA	HCR1577855.1
646306042	NA	NA	HDQ8541582.1
559128066	HCE4265823.1	beta-lactamase	HCE4265823.1
646306042	NA	NA	HDQ7234919.1
646306042	NA	NA	HDQ8455806.1
646306042	NA	NA	HDQ7531099.1
646306042	NA	NA	HDQ7640760.1
601054251	NA	NA	HCW1026566.1
580414398	EJU9309424.1	beta-lactamase	EJU9309424.1
519616203	HBO6903031.1	PDC family class C beta-lactamase	HBO6903031.1
589922719	NA	NA	HCR1290683.1
261018962	WP_143122023.1	PDC family class C beta-lactamase	WP_143122023.1
238967277	WP_132502757.1	PDC family class C beta-lactamase	WP_132502757.1
226355464	WP_128720427.1	PDC family class C beta-lactamase	WP_128720427.1
646306042	NA	NA	HDQ8584298.1
519597587	HBO6530416.1	serine hydrolase	HBO6530416.1
559128031	HCE4265841.1	beta-lactamase	HCE4265841.1
646306042	NA	NA	HDQ8644712.1
559868170	MCO3995948.1	PDC family class C beta-lactamase	HCW0496077.1
589931124	NA	NA	HCR1449414.1
646306042	NA	NA	HDQ7294811.1
646306042	NA	NA	HDQ7627717.1
646306042	NA	NA	HDQ7841268.1
589922591	NA	NA	HCR1214367.1
523539847	EIW4025674.1	PDC family class C beta-lactamase	EKL5105629.1
523539847	EIW4025674.1	PDC family class C beta-lactamase	EIW4025674.1
574465772	HCK0554964.1	PDC family class C beta-lactamase	HCK0554964.1
577509726	HCL4297156.1	PDC family class C beta-lactamase	HCL4297156.1
646306042	NA	NA	HDQ7949344.1
600872798	NA	NA	HCW0927703.1
519568706	HBO5328070.1	PDC family class C beta-lactamase	HBO5328070.1
103297201	WP_061180975.1	PDC family class C beta-lactamase	WP_061180975.1
241927067	WP_134618440.1	class C beta-lactamase	WP_134618440.1
646306042	NA	NA	HDQ8383842.1
646306042	NA	NA	HDQ7119504.1
646306042	NA	NA	HDQ7701592.1
646306042	NA	NA	HDQ7677517.1
646306042	NA	NA	HDQ8620134.1
646306042	NA	NA	HDQ8081909.1
431608714	WP_210774249.1	PDC family class C beta-lactamase	WP_210774249.1
580414403	EJU9309404.1	PDC family class C beta-lactamase	EJU9309404.1
568411628	HCI7166890.1	PDC family class C beta-lactamase	EKE7664911.1
568411628	HCI7166890.1	PDC family class C beta-lactamase	HCI7166890.1
646306042	NA	NA	HDQ7913543.1
646306042	NA	NA	HDQ8450239.1
646306042	NA	NA	HDQ7272473.1
646306042	NA	NA	HDQ8028138.1
171745879	WP_100814788.1	PDC family class C beta-lactamase	WP_100814788.1
519629627	HBO8552610.1	PDC family class C beta-lactamase	HBO8552610.1
519629627	HBO8552610.1	PDC family class C beta-lactamase	HBO8553930.1
519520281	EIU4699608.1	beta-lactamase	EIU4699608.1
98874274	WP_058170080.1	PDC family class C beta-lactamase	WP_058170080.1
241943439	WP_134632391.1	PDC family class C beta-lactamase	WP_134632391.1
646306042	NA	NA	HDQ8426035.1
646306042	NA	NA	HDQ8108681.1
646306042	NA	NA	HDQ8080785.1
646306042	NA	NA	HDQ8285102.1
646306042	NA	NA	HDQ8680958.1
646306042	NA	NA	HDQ7181185.1
589930886	NA	NA	HCR1589981.1
576553771	HCK4920125.1	PDC family class C beta-lactamase	HCK4920125.1
646306042	NA	NA	HDQ7572790.1
589930022	NA	NA	HCR1639534.1
646306042	NA	NA	HDQ8601946.1
330474443	WP_174537962.1	PDC family class C beta-lactamase	WP_174537962.1
600872798	NA	NA	HCW0929925.1
518956694	EIU3721123.1	PDC family class C beta-lactamase	EKF7475928.1
518956694	EIU3721123.1	PDC family class C beta-lactamase	EIU3721123.1
646306042	NA	NA	HDQ8230591.1
560820796	HCG0377357.1	PDC family class C beta-lactamase	HCG0377357.1
600872798	NA	NA	HCW0368051.1
519430817	HBO3236841.1	PDC family class C beta-lactamase	HBO3236841.1
239117491	WP_132880962.1	PDC family class C beta-lactamase	WP_132880962.1
646306042	NA	NA	HDQ7289188.1
646306042	NA	NA	HDQ8432118.1
580419612	EJU9618525.1	beta-lactamase	EJU9618525.1
646306042	NA	NA	HDQ8003795.1
646306042	NA	NA	HDQ8401881.1
646306042	NA	NA	HDQ7296449.1
646306042	NA	NA	HDQ8352278.1
560140720	HCE9298344.1	PDC family class C beta-lactamase	HCE9298344.1
646306042	NA	NA	HDQ7827789.1
646306042	NA	NA	HDQ8274384.1
219861624	WP_124172606.1	PDC family class C beta-lactamase	WP_124172606.1
519617125	HBO7229761.1	PDC family class C beta-lactamase	HBO7229761.1
560036227	HCE6092059.1	PDC family class C beta-lactamase	HCE6092059.1
580420150	EJU9482758.1	PDC family class C beta-lactamase	EJU9482758.1
646306042	NA	NA	HDQ7829124.1
560818221	HCG0247706.1	PDC family class C beta-lactamase	HCG0247706.1
241949881	WP_134638790.1	PDC family class C beta-lactamase	WP_134638790.1
568800126	HCJ0494889.1	PDC family class C beta-lactamase	HCJ0494889.1
309284545	WP_166799716.1	serine hydrolase	WP_166799716.1
646306042	NA	NA	HDQ8479637.1
646306042	NA	NA	HDR1951809.1
646306042	NA	NA	HDQ7361739.1
646306042	NA	NA	HDQ7859290.1
589929450	NA	NA	HCR1634662.1
240824085	WP_134309080.1	PDC family class C beta-lactamase	WP_134309080.1
646306042	NA	NA	HDQ8717145.1
646306042	NA	NA	HDQ7664235.1
558725244	HCD9839434.1	PDC family class C beta-lactamase	HCD9839434.1
519633549	HBO8516678.1	PDC family class C beta-lactamase	HBO8516678.1
646306042	NA	NA	HDQ7332039.1
646306042	NA	NA	HDQ8062581.1
646306042	NA	NA	HDQ8722243.1
646306042	NA	NA	HDQ7652507.1
642990102	NA	NA	HDQ4755916.1
149059226	WP_086249507.1	class C beta-lactamase	WP_086249507.1
589930022	NA	NA	HCR1640453.1
566378547	HCH9965604.1	PDC family class C beta-lactamase	HCH9965604.1
646306042	NA	NA	HDQ7700701.1
646306042	NA	NA	HDQ7901513.1
646306042	NA	NA	HDQ7900152.1
646306042	NA	NA	HDQ8033889.1
646306042	NA	NA	HDQ7616475.1
519617405	HBO7217073.1	PDC family class C beta-lactamase	HBO7217073.1
589925673	NA	NA	HCR1358814.1
560815449	HCF9853899.1	PDC family class C beta-lactamase	HCF9853899.1
646306042	NA	NA	HDQ7931267.1
646306042	NA	NA	HDQ8008428.1
646306042	NA	NA	HDQ8188956.1
646306042	NA	NA	HDQ8729102.1
580414396	EJU9309403.1	PDC family class C beta-lactamase	EJU9309403.1
519610922	HBO7372240.1	PDC family class C beta-lactamase	HBO7372240.1
646306042	NA	NA	HDQ8212751.1
646306042	NA	NA	HDQ8650341.1
560809992	HCF9201233.1	PDC family class C beta-lactamase	HCF9201233.1
646306042	NA	NA	HDQ8474815.1
646306042	NA	NA	HDQ8069774.1
646306042	NA	NA	HDQ7194272.1
263640554	WP_143993332.1	serine hydrolase	WP_143993332.1
239009037	WP_132660415.1	PDC family class C beta-lactamase	WP_132660415.1
519536169	HBO3705498.1	beta-lactamase	HBO3705498.1
221019137	WP_125061991.1	PDC family class C beta-lactamase	HCR1278548.1
221019137	WP_125061991.1	PDC family class C beta-lactamase	WP_125061991.1
646306042	NA	NA	HDQ7416203.1
646306042	NA	NA	HDQ8596402.1
133770700	WP_074244319.1	PDC family class C beta-lactamase	WP_074244319.1
220110167	WP_124125955.1	PDC family class C beta-lactamase	WP_124125955.1
518952723	EIU3898594.1	beta-lactamase	EIU3898594.1
580419451	EJU9591692.1	PDC family class C beta-lactamase	EJU9591692.1
646306042	NA	NA	HDQ8208513.1
646306042	NA	NA	HDQ8099829.1
431609169	WP_210822134.1	PDC family class C beta-lactamase	WP_210822134.1
628588610	NA	NA	EKN0251970.1
646306042	NA	NA	HDQ7628756.1
646306042	NA	NA	HDQ7241144.1
646306042	NA	NA	HDQ7780838.1
646306042	NA	NA	HDQ8359164.1
646306042	NA	NA	HDQ7518437.1
646306042	NA	NA	HDQ7500923.1
214438380	WP_121310826.1	PDC family class C beta-lactamase	WP_121310826.1
593858823	WP_265279626.1	PDC family class C beta-lactamase	WP_265279626.1
601050104	NA	NA	HCW0917854.1
601050104	NA	NA	HCW0851536.1
640311198	NA	NA	HDP4129028.1
646306042	NA	NA	HDQ7483216.1
519530577	EIU5415637.1	PDC family class C beta-lactamase	EIU5415637.1
145594499	WP_083568004.1	PDC family class C beta-lactamase	WP_083568004.1
577502468	HCL4065735.1	PDC family class C beta-lactamase	HCL4065735.1
519593740	HBO6278234.1	PDC family class C beta-lactamase	HDQ3281403.1
519593740	HBO6278234.1	PDC family class C beta-lactamase	HBO6278234.1
519593740	HBO6278234.1	PDC family class C beta-lactamase	HBO6282256.1
